TweetID, Annotation
724691559900286976,UC
324688282082480128,PY
696587041421856769,UC
592920177097969664,DY
593474846161514496,DY
304977506618994689,PY
724597405484756992,UC
709078271632101376,UC
696440610669125633,PY
713438284475539456,UC
195255765345378305,DY
325483508233551872,DY
709414866319114244,DN
693867891268014082,DY
720760287444484096,DY
709198767854063616,UC
711357838505975808,DY
703473325142507520,UC
694370959852109825,UC
715701685788811267,UC
715859620103909376,DY
172714248856805379,UC
708130266187845632,DY
304937264763518976,UC
194049909949861888,UC
327168438990696450,DY
702965835418046464,DY
10069002769,UC
326597942226067456,UC
717112773780615169,DN
193120410508865536,PY
12325737873,PY
701447557168259072,DY
723602222907412480,PY
10067338722,DN
703636416786464771,UC
721901571525648389,UC
722707691697762304,DY
41147313262952448,UC
706945607886249984,PY
725382802011615232,PY
723901769554653185,PN
192997609814753280,PY
693903626620669952,UC
703573068954755072,UC
305212467880001538,DY
709426726284218368,PY
697284846960377856,UC
12279215880,PY
568432870114488320,UC
41222516378701824,DY
568453931958808576,DY
725019437519261696,PN
194250271436713984,PY
327192649872318465,DY
694748612509593601,DN
725324889079554048,PN
593207291081564160,PY
702144406615240704,DY
708494068293222400,UC
173250387581743104,UC
568948554187714560,PY
304566585731997696,DN
568601078498856960,PY
12315164543,DN
725062170795454465,DY
305034660017209345,UC
716029611554029568,DY
193340728125034496,UC
696776335121747968,UC
715635386953760769,DY
439493195588964352,UC
568804228283498497,DN
724953703053029377,DY
724904839377989634,DY
60983154181287936,PY
706387450180964354,DN
41354270968250368,UC
41078179942633472,DY
725278763035054080,UC
569198768467390466,DY
700278447759867904,PY
304973976357183489,PN
723566110193274881,DY
593202955274170368,PN
568721998269915136,DY
703100469770481665,PY
721762531308515328,PY
707408293464035329,PN
724716902313017344,UC
713493088392626177,UC
304731136846872576,DY
696835894830108672,PY
710884924539195392,PY
9953134291,PY
438224452812566528,UC
568784947466674176,UC
460923229276626944,PN
39704289874161664,DY
702967815981105152,PY
696665245247471616,PY
304276544539488259,PY
693650969599438848,UC
724383681343713280,PY
707722797582196736,PN
568948554187714560,UC
325490981711540224,PY
324787720864026624,DN
696841133679218689,PY
702712301560791040,PY
194833268347117568,UC
707594757166522369,PY
703207409993404416,UC
696610699070472192,DY
692373041859395585,UC
695060900387102721,UC
711247370445402112,DY
41150485062746113,DY
591364099436453889,UC
303996090536034304,UC
569249001515716608,DY
709466982677127168,UC
724373144526544898,UC
694535863850647554,PY
701271998220128256,PY
173327178870685696,UC
439637435950329856,UC
706957675783970817,UC
703573599899136000,DY
305420407350124545,UC
439532336418664448,PY
708347780285079552,DY
723911112568254465,UC
696366064440111104,UC
41179177147318272,UC
725032862584561665,DY
708067782475251713,PN
40869413922152448,DY
325277128981618690,UC
593180739820265472,UC
708476936465596416,PY
303948814744694784,DY
716816729427456004,UC
694881462269665284,DY
708402554590220288,DY
700799306165407744,PY
593501316153942017,UC
707960843426734080,DN
439577200665165824,PY
463795937278586881,DY
724609903373881344,UC
724782249338490880,UC
724700241585385472,PY
724547004643291136,UC
706894984516124672,UC
194946688459354115,UC
708412801753206784,PY
696662859502096386,DY
697532026421800960,PY
324686720249520128,DN
692219969459916801,UC
61314018937282560,PY
703120865475448832,UC
725127768896208901,UC
724975880829808640,UC
724705774459457536,DY
305251923353821184,DY
724065299134337024,DY
700782672222801921,DY
194927401254404099,PY
706258710167842816,DY
694569843245387777,UC
438218176715714562,UC
305223256758181888,UC
693315235101282307,PN
439169508159131648,DY
696104086161068032,UC
305093754988154881,PY
325663682619117569,DY
716757301672218624,UC
708441901498822656,DY
173535198879825920,DY
723911696335704064,UC
12316022323,UC
195217576714969088,PN
304999802918273024,DY
591298882140790784,PY
703032267652927488,UC
305331891253424128,PY
41152293814411264,PY
701730767039168512,PY
704844486833266689,PY
327168724249485312,UC
324689217714257920,UC
708794554061873152,DY
593377567085862912,UC
703344479063781377,DY
696007103463292928,UC
703100469766332417,PY
593422106366455808,UC
326765402136907776,UC
701181066187554816,PY
12291021651,UC
10003260957,UC
710697025382166529,PN
723300922240061441,DY
305044358229536770,PY
690338197658701824,PY
703656357728112640,PY
460186955914166272,PN
703582636577529856,PY
12497974290,DY
706919367154470913,UC
724777881818292225,PY
305092394041356288,UC
715257911669207040,PY
724628733726875649,PY
438218898107019264,DY
61319340821196800,PY
692891642102095872,UC
708284595830185984,UC
710903423684599808,UC
691413927209635842,UC
715280851924303872,UC
193459886787526656,UC
305210044507648000,UC
696784955288920064,UC
41210448019853312,UC
568435434482577408,UC
194133450175942658,UC
724688095656845312,PY
324791276560056320,DY
460037854887157760,UC
12511909853,DY
439092344910934016,DY
41616162148188160,UC
463997510688575488,DY
707892412513972224,DY
194122467831320577,UC
715513060581122052,PY
696177951704920064,DY
703766141953376256,PN
61501446130114560,DY
721686737743966209,DY
715960014188445696,DY
696526873480658944,DY
714417125524316160,PY
705091890782326786,UC
569171366081134592,DN
327055659776499713,DY
703575167692361728,DY
325023820937322496,UC
701686632991207424,PY
725296038328725505,UC
723972037853646848,UC
568347473045028864,UC
173463680099422208,DY
698827289803386880,DY
326389055212371968,DY
691732913910603776,UC
591294517506113538,DY
41119862692511744,DY
701794629272776709,PN
593466792246452226,PN
194905130167046144,UC
724099289207713793,DY
719161294742560773,PY
439513794729897984,DN
439460106778865664,DY
304248091572310017,UC
703378310688956416,UC
171921311969460224,UC
464164734104010753,DY
699411124463259648,UC
303556702492585984,PY
305069565296128000,PY
708503808360488960,PY
708032667711889409,UC
439768825010348032,UC
703069552670715904,PY
568735193114263553,PY
703229842502844416,UC
460035664772624384,PY
724093496689348608,PY
703748859067916288,DY
464067218125230082,UC
193351233409523712,PY
568754060565864449,UC
591574073714417665,DY
720855270381891584,DY
693777528201330688,PY
326453810736287745,DY
305147889838080000,UC
706940682737352705,PY
701180940790472705,PY
708422461696528384,PN
708109668900540416,UC
326828653755396096,UC
709359241031647232,UC
706215771400065028,DN
693331197582245888,PY
172300550484922368,PY
706279313750921216,DY
40488875663175681,UC
9844558162,UC
303598593082810368,PY
326709031769092096,PY
439485887203008514,UC
725029977427693575,UC
724838967410102272,UC
714819189303808002,PY
703352387738673152,UC
703344479063781377,UC
304334738259312640,PY
715551521367318531,PY
725352422877487104,DN
725378303620726784,PY
461897427017293825,DY
724635181374705665,DN
725180320694198276,DY
696845150077771778,PY
708283067488669696,UC
715887019289931776,UC
304566368190218240,DY
172778961636560896,DY
593501201116729344,UC
41598382770233344,UC
304557564669067265,UC
12283862393,UC
438453393179160576,DY
724635181374705665,UC
702937840787652608,UC
694998745440583680,DY
708720499430264832,DN
438222274832117760,UC
305206399623897089,DY
304566258303647744,UC
724635874953203712,PY
721784683587981312,DY
725050961987661824,PY
719366731702079489,PY
568110021445337088,UC
703430374433501184,UC
725436933317353472,PY
193632884966424577,UC
696752329278779393,PN
720776829875785729,DY
567774508317044736,PY
725466918795112448,UC
710616722823389185,PY
701981453941284864,UC
591733770451038208,PY
724974782668767232,DY
699449672583221248,DY
703940050522914818,DY
62557232772034560,DN
725046271589928960,PY
439796353799946240,PN
9926250674,UC
725456274763046912,UC
304981297938440194,UC
193964656354799616,PY
592694361110007808,DY
304524403977359360,UC
1227395827,UC
702705749970051072,UC
696740841801523200,DY
724966042611544064,DY
696346272249352193,UC
324911435538894848,UC
305358619740876800,PY
171688548817313792,UC
709085282277134336,DY
693209714918711296,DY
725341659609862144,UC
699777419352231936,UC
327199843934162944,UC
568822410675408896,DY
723944800584491008,PY
719668585753419776,PY
702816847314300928,UC
701108944735961089,DY
702579055330205703,DY
462848825049104384,PN
713934465962287104,UC
703578005373779969,DY
725286284676227072,DY
438183281658298368,UC
703344479063781377,UC
568812330558971904,PY
725362477597364224,UC
701949021061951489,UC
10032821318,UC
723874858157891584,UC
460873183605039104,UC
439783317559607296,UC
193764845869481984,UC
12318055267,DY
693221019310497792,UC
724760722941562880,DY
304965753893945344,UC
701515394100568064,UC
40571613413900288,UC
568948554187714560,PN
703206516833325056,PN
10021472782,UC
702511757982638084,DY
707971427526311936,UC
725352572844838912,DY
569065442121265152,PY
702971354451218432,DY
702971070614097920,UC
194886507536977921,PN
701691679368056836,PY
438255057474043904,UC
720037961082015744,PY
725465724035190784,UC
304563396051890177,UC
700172588866260992,UC
325302610624126976,UC
568996173438066688,UC
703686218660229120,PY
12309801146,PN
12309154402,PY
724714920395329536,PN
12601956430,DY
463002996737974273,UC
723999228893212672,UC
325188888425533440,PY
12385017299,PY
697244692732321792,UC
438701259248267264,DY
725177176438542336,DY
41192236104417280,DY
439912864665858048,DY
568614792316850176,DY
724605804129693697,PY
12415589165,DY
438198270310232064,PY
194210435560513537,UC
715307117486342145,UC
568794425247137792,PY
694969342094630913,UC
709200408217063424,DY
703612876649463809,UC
173471820073275393,DY
172833939113771008,UC
700815102484688897,UC
305085364551442432,PY
695430343654936577,DY
568965668843859969,UC
709315137979719680,DY
703392859962138624,UC
305253885973524480,DN
63310249473482752,UC
460886774655746048,UC
715310821111414788,PN
725264375817232384,UC
439626874546057216,PY
703135992492863488,UC
568532835646054403,UC
304976134838317056,UC
722028912298102784,DY
713407907870674946,DY
41162899657457664,PY
708938203210915840,PY
724144092653977600,UC
724672369386606592,DY
437960972792516608,DY
303593690201456641,DY
304665704580399105,PY
711637026899173376,UC
701231374888357888,UC
697845144888934400,DY
702615012100038656,PY
173519638079082496,PY
41201317250736129,UC
725357628528816128,DY
703053078535258112,PY
304589337511727104,PY
12416139225,UC
438082709219315712,PN
723921260892282881,DY
438252911517118464,DY
705892826303705088,DY
303533602447163392,DY
700134358313603072,PN
707944354086789120,DY
708096126382170112,DY
702291410809016320,DY
725055974755700736,DY
304969304657510400,PY
705496442710986757,DY
304566585731997696,DY
707418096131178502,DY
12380925296,DN
568914252955836417,DY
705798566946676736,PY
697735143096741888,UC
326161615806402562,UC
697283951757492224,UC
439043685876256768,UC
725027363038351361,PY
693912260100526080,PY
703405204876562432,PY
439113919832260608,UC
438769983234256896,PY
703193747090071552,PY
437932591707332608,PY
439481227427737601,DY
568529378402938880,PY
709507809155620865,UC
567212315393536000,PY
724741835608838144,UC
568819690820247552,UC
305008300569796609,PY
708041425280229380,UC
325993329064030208,UC
326126957584580609,DY
568119387841888256,PY
725040077861191682,PN
693578315337043971,PY
703218838100430849,DY
724036042639044608,UC
706995264918134784,UC
708814466045968384,PY
724971138602950656,UC
12309141446,UC
701223290182856704,DY
724432711377641472,DY
723501078910660608,DY
703576002363060224,UC
723579044248190977,DY
721824568999047168,UC
704153548242624512,UC
724270923700953088,UC
703573599899136000,UC
568453936610299904,UC
724651425263837185,DY
724547004643291136,PY
12279542317,UC
568785396248801280,DY
438749280707174400,DY
724966042611544064,UC
715746198422822913,PY
193340256920145920,DY
724588883128672256,DY
697752832288628736,PY
725008632820170752,UC
439489238489653250,UC
568970184599281664,UC
703479933243408384,DY
696076354014449664,DY
39577127712079872,DY
702176716165349377,PY
194071328674955264,UC
703270498029821952,PY
172414428380278786,PY
194830671896776705,PY
724212566369529861,DY
12309128795,UC
723535338564624384,DY
707218819165659136,DY
709413050315513857,PY
711378859929804800,DY
715957988801056769,DY
327196206918926337,PN
702885775356997634,DY
193350660878647298,UC
694375176457158656,PN
438190903077777408,UC
460817290217664512,PY
711640969989464064,DY
40875969560584192,PY
709526937123889152,DY
715901604663263232,UC
696180670083641344,DY
173521901744959489,UC
439529159799230464,PY
305458234175668224,UC
41149817426149377,UC
12310922666,DY
439510640726933504,PY
9852685681,UC
711983423674429440,DY
701788472374333440,DY
700673597287829505,DY
696654234037592064,DY
709352280097558528,UC
41166938264698880,DY
40142590896635904,DY
592000458803257344,DY
706345701169565696,DY
173032615232815104,DY
720719726339604482,PN
696679451891933184,PY
697622083644174336,DY
304753016903434240,DY
724683280755224577,UC
723360793144659968,PY
724655527368769538,UC
704334877265567745,UC
693534141414035456,PN
723454910344232960,UC
326654729889386496,UC
707738375076188160,DY
711087890596384768,UC
41099471806791680,UC
304785366022516737,UC
195201270640943106,UC
41598382770233344,UC
715332007543365632,PY
722060662126604291,DY
690397282118864900,UC
173014456455004160,UC
724005191809277952,DY
725361643064979456,DY
724693538378674176,DY
693508788918296576,DY
716552554138578946,PN
709472289172103168,UC
462407166385594368,DY
460980219877142529,PN
194847227582222337,PY
696621643653734400,UC
703573637752709121,DY
695815287728431104,PY
12385782761,UC
439472692438134784,DY
724099289207713793,UC
41573412933603328,DY
702733350985797632,UC
724893201769832448,UC
194260089727758337,PY
721543627890126848,UC
720762333111279616,DY
304055772592103425,UC
715238623151411200,UC
725045642549153794,PY
701495477896933377,PN
697596051885129728,DY
324683082508673024,PN
707739941707522048,UC
702916147465682944,UC
568875163497791488,PY
324684473113382912,DY
724571781915246592,DY
699412583946809345,UC
723696757964607489,UC
723905814486884352,PY
171405742044225536,UC
439349511861710848,UC
568948554187714560,PY
703678571806629888,DY
593230644441907200,PN
724746214319624192,PY
723971403947630593,PN
593248415879835648,DY
303398468410544128,UC
695997059254636544,PY
702615597012512768,UC
324731471246012416,DY
439746122177728513,PY
568893455654453249,PY
702615316350656512,DY
703229842502844416,PY
698768323325001728,UC
724609886831546370,UC
724095153120653313,UC
172037165667196929,PY
725350267730927616,UC
63315272118968321,DY
703719574940811266,UC
724999530014461956,PY
1226083692,UC
703311066126798848,DY
700653066257723392,UC
691044580049997824,DN
439585938105057280,PY
569259154201845761,PY
708385495231778816,PN
711087592851156992,PN
709325391056510976,DY
696007093657038848,DY
439837970750005248,DY
193139369786355714,PN
173537335475048451,PY
701174981653172224,DN
696786821783490560,DN
711309208012980224,UC
326760124737810433,UC
41164436232212480,DY
724306051084984322,UC
724750037151059968,UC
725424725854289920,DY
39721474017341440,DY
325677161056960512,PY
463350351807414273,PN
703574938339446784,UC
439116457188659200,PY
568936452131721217,PY
567847130653671424,DY
709347810592821249,PY
704844300908007424,DN
703408748648341504,PY
568768554822053888,UC
724642545871949824,UC
724349942261768192,PY
724591582939213824,UC
304782165340721152,PY
439489132646387713,PY
693458412294660096,DY
709347943866880000,DN
305028242992136192,DN
695990950791929857,DY
725457132804411392,UC
709394181538447361,UC
724633366201507841,PN
713788807636713473,UC
460832889073307648,DY
438682325052710912,PN
703235693921878016,DY
696731662369976321,UC
708805799313850368,PN
305071699915841537,DY
701410063345385473,UC
439544384543936512,PY
304566261340332033,DY
12312323201,UC
703371641783345154,DY
711369511186751488,UC
721849692976451585,DY
324833494247276544,UC
721521331838283776,PN
326738677923454977,UC
439140655068377089,PY
304544489471623168,UC
719521643496755200,PY
697635369089638400,PN
326682257182040064,DY
712883660010037248,PY
568966077532626944,DY
173221825696899072,PY
714848718751604736,UC
194133450175942658,DY
724596007435141120,DY
438490372671414272,UC
698268626315403264,DY
592750205604364290,DY
703720502263549954,DY
706122597264711680,DY
41612012010082304,UC
592347293510078465,PY
724815838226829314,UC
593174667336224768,PY
721746798700834816,DY
724981793561169920,UC
694538620049367040,DY
723792417728548864,UC
41119446336679936,UC
724001902778671105,UC
592760147916775424,DY
702624072094486528,DY
725454004474372096,DY
702181711485001728,DY
9947477556,DY
304887963685367808,UC
10044415805,PY
701766919024553984,PN
12310843146,UC
723632375364767748,PN
194055640119914498,PY
700801765214531585,UC
725454262730395648,UC
703573599899136000,PY
698153408222654464,UC
304918719891648512,PY
724266728763604993,UC
326402281954234368,UC
593092882338295808,UC
12372704014,UC
702518870112735234,DY
703118090238726144,PY
722069759366443008,UC
696091761870036992,UC
708111277629943809,DY
9953134291,DN
567698827046432769,DY
326512143593775105,PY
41605502651731968,UC
724434194148003840,DY
324787723103789056,UC
303605701987667968,UC
41147313262952448,DY
40445006472941568,UC
703573599899136000,PN
303464072081465344,DY
195294193718009856,DY
701349112797593600,DY
305052255399337987,UC
695175056327073792,PY
304566177131274240,PY
724695259557429248,UC
725462784209768448,PY
707413239630528512,DY
703100467841097728,UC
41156931825565696,PN
715709514536738816,DY
724633319523135488,UC
706959480257429506,UC
722183223854436353,DY
701528195493801984,UC
194885204295421952,UC
9944387047,PY
591762065846599680,PN
193360176290611200,PN
703652707874299904,DY
173109655327879168,UC
304467181251489793,DY
462940604369211392,UC
692259826316021762,UC
591656939307819008,UC
439151560007094272,DY
438807457490432001,UC
438791473497407488,DN
9841953331,UC
